S01E01.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:11055780e1865841|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-002-A_SQ_1_VO-STA_06529736_MP4-2200_AMM-IPTV-ARD_1jUXCKRvLz.mp4
S01E02.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:d343772409c3c393|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-003-A_SQ_1_VO-STA_06526168_MP4-2200_AMM-IPTV-ARD_1jRQZKNqe5.mp4
S01E03.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:874a34f7c55c39b9|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-004-A_SQ_1_VO-STA_06526164_MP4-2200_AMM-IPTV-ARD_1jRQGKNqaq.mp4
S01E04.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:ad572bdf78d13b6d|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-005-A_SQ_1_VO-STA_06526160_MP4-2200_AMM-IPTV-ARD_1jRPmKNqXZ.mp4
S01E05.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:c66ab93722f3eda3|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-006-A_SQ_1_VO-STA_06526156_MP4-2200_AMM-IPTV-ARD_1jRPcKNpOh.mp4
S01E06.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:7e75deca0d16da36|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-007-A_SQ_1_VO-STA_06526152_MP4-2200_AMM-IPTV-ARD_1jRPUKNpLX.mp4
S01E07.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:41848d8b4aaf164a|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-008-A_SQ_1_VO-STA_06526148_MP4-2200_AMM-IPTV-ARD_1jRPIKNpEv.mp4
S01E08.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:d44ba70796535b6b|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-009-A_SQ_1_VO-STA_06526144_MP4-2200_AMM-IPTV-ARD_1jROyKNpBm.mp4
S01E09.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:e397cea7313a0b2e|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-010-A_SQ_1_VO-STA_06526140_MP4-2200_AMM-IPTV-ARD_1jROfKNp8W.mp4
S01E10.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:ce41b88ba62608e5|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-011-A_SQ_1_VO-STA_06526136_MP4-2200_AMM-IPTV-ARD_1jROSKNp20.mp4
S01E11.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:434ac13229bf9a3e|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-012-A_SQ_1_VO-STA_06526132_MP4-2200_AMM-IPTV-ARD_1jROBKNoyp.mp4
S01E12.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:a9b6c26e49231d5e|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-013-A_SQ_1_VO-STA_06526128_MP4-2200_AMM-IPTV-ARD_1jRO9KNovb.mp4
S01E13.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:015f738090b6c9c0|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-014-A_SQ_1_VO-STA_06526124_MP4-2200_AMM-IPTV-ARD_1jRNbKNop8.mp4
S01E14.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:1bd3612e2f5257bb|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-015-A_SQ_1_VO-STA_06526120_MP4-2200_AMM-IPTV-ARD_1jRNRKNoig.mp4
S01E15.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:b481d1a6ae6f96c5|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-016-A_SQ_1_VO-STA_06526116_MP4-2200_AMM-IPTV-ARD_1jRNFKNoZ3.mp4
S01E16.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:3436c0e13e59b4ec|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-017-A_SQ_1_VO-STA_06526112_MP4-2200_AMM-IPTV-ARD_1jRN6KNoPP.mp4
S01E17.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:0c17c112ae83f350|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-018-A_SQ_1_VO-STA_06526108_MP4-2200_AMM-IPTV-ARD_1jRMuKNoFf.mp4
S01E18.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:583f28337961e535|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-019-A_SQ_1_VO-STA_06526104_MP4-2200_AMM-IPTV-ARD_1jRM7KNo9V.mp4
S01E19.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:e3a270d579a210e9|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-020-A_SQ_1_VO-STA_06526100_MP4-2200_AMM-IPTV-ARD_1jRLdKNo2k.mp4
S01E20.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:99b8626f2860fb4c|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-021-A_SQ_1_VO-STA_06526096_MP4-2200_AMM-IPTV-ARD_1jRLYKNnzV.mp4
S01E21.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:90faa16b671dc414|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-022-A_SQ_1_VO-STA_06526092_MP4-2200_AMM-IPTV-ARD_1jRLXKNnzV.mp4
S01E22.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:95b1d4baa70442c3|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-023-A_SQ_1_VO-STA_06526088_MP4-2200_AMM-IPTV-ARD_1jRL9KNmXC.mp4
S01E23.mkv|https://api.ardmediathek.de/subtitle-format-service/ebutt/urn:ard:subtitle:a0a5dbc3ab11eaf6|https://arte-ard-mediathek.akamaized.net/am/mp4/104000/104300/104351-024-A_SQ_1_VO-STA_06526084_MP4-2200_AMM-IPTV-ARD_1jRK9KNmH7.mp4
